Index,Time,Difference,Hz,AveHz,0x6103 Pressure,0x6103 Range,0x6103 Smoothed Range,0x6103 Velocity,
0,0.025686025619506836,0.025686025619506836,38.931674943147534,0.0,102294.0,884,896.6,-4.360347593632453,
1,0.0518651008605957,0.026179075241088867,38.19844630838866,19.280787724443545,102294.0,880,894.94,-9.084273455895774,
2,0.08076810836791992,0.02890300750732422,34.59847559969644,24.76224886795015,102294.0,889,894.346,-10.001651139921828,
3,0.10312604904174805,0.022357940673828125,44.726838423477226,29.090613165889092,102294.0,,894.346,-10.001651139921828,
4,0.1300830841064453,0.026957035064697266,37.09606778341853,30.74957845192886,102294.0,903,895.2114000000001,-6.633284083946046,
5,0.16263604164123535,0.03255295753479004,30.719175022155166,30.74349295237816,102293.5,917,897.3902600000002,-0.7479988221282765,
6,0.19698095321655273,0.03434491157531738,29.11639466029864,30.459797772446798,102293.5,913,898.9512340000003,2.9478358867194223,
7,0.23582220077514648,0.03884124755859375,25.74582596739344,29.683380008290282,102293.5,898,898.8561106000004,2.5160865756358928,
8,0.2602670192718506,0.0244448184967041,40.9084649221196,30.73766327513033,102293.5,908,899.7704995400004,5.307299479758088,
9,0.29514002799987793,0.034873008728027344,28.67547242048842,30.493999953146723,102293.5,917,901.4934495860005,8.83522804345374,
10,0.32743406295776367,0.03229403495788574,30.965470908298943,30.54050000072814,102293.5,913,902.6441046274003,10.978855816773896,
11,0.355989933013916,0.028555870056152344,35.0190695655078,30.899750189199867,102293.5,913,903.6796941646603,13.001777915161487,
12,0.3857400417327881,0.02975010871887207,33.613322541091996,31.10903380964713,102293.5,894,902.7117247481942,9.358702225501624,
13,0.40752506256103516,0.02178502082824707,45.90310047825944,31.899878545636653,102293.5,917,904.1405522733749,13.857015123819007,
14,0.4357759952545166,0.028250932693481445,35.397061429789105,32.126597500679786,102293.5,917,905.4264970460374,16.389947202973712,
15,0.46036410331726074,0.02458810806274414,40.67006690584699,32.582905339304276,102293.5,,905.4264970460374,16.389947202973712,
16,0.4882829189300537,0.02791881561279297,35.818138343296326,32.76788800038281,102293.5,889,903.7838473414337,10.371819077210084,
17,0.5197679996490479,0.03148508071899414,31.761074679307576,32.70690002362315,102291.75,913,904.7054626072904,11.88379285379059,
